title,genres,runtime,vote_average,vote_count,year
Time Regained,"['drama', 'foreign']",169.0,7.3,11,1999
Boricua's Bond,[],105.0,2.0,1,0
Chicken Run,"['animation', 'comedy', 'family']",84.0,6.5,1190,2000
"Me, Myself & Irene",['comedy'],116.0,6.1,956,2000
The Patriot,"['drama', 'history', 'war', 'action']",165.0,6.8,1130,2000
The Adventures of Rocky & Bullwinkle,"['action', 'adventure', 'animation', 'comedy', 'family']",88.0,3.9,89,2000
The Perfect Storm,['drama'],130.0,6.2,609,2000
The Golden Bowl,"['romance', 'drama']",130.0,6.5,21,2000
Asylum,"['horror', 'thriller', 'mystery']",88.0,5.9,25,1972
Communion,"['drama', 'horror', 'science fiction', 'thriller']",103.0,5.0,44,1989
Fun & Fancy Free,"['animation', 'family', 'music']",73.0,6.2,64,2047
The Kentucky Fried Movie,['comedy'],83.0,6.4,67,1977
Bound by Honor,"['action', 'crime', 'drama', 'thriller']",180.0,7.7,116,1993
Daughter of Dr. Jekyll,"['fantasy', 'horror']",71.0,5.5,2,2057
F/X,"['crime', 'thriller', 'action']",109.0,6.4,91,1986
F/X2,"['adventure', 'action', 'comedy', 'thriller']",108.0,5.8,38,1991
The Hot Spot,"['drama', 'thriller', 'crime', 'romance']",130.0,6.4,48,1990
Missing in Action,"['action', 'adventure', 'thriller', 'war']",101.0,5.2,107,1984
Missing in Action 2: The Beginning,"['action', 'adventure', 'war']",100.0,5.0,65,1985
Braddock: Missing in Action III,"['action', 'war']",101.0,4.8,55,1988
Thunderbolt and Lightfoot,"['action', 'adventure', 'comedy', 'crime']",115.0,6.6,113,1974
Dreamscape,"['adventure', 'horror', 'science fiction', 'thriller']",99.0,6.0,72,1984
The Golden Voyage of Sinbad,"['action', 'adventure', 'drama', 'fantasy']",105.0,6.4,54,1973
Hatchet for the Honeymoon,"['horror', 'foreign']",83.0,7.0,19,1970
House Party,"['comedy', 'drama']",100.0,6.1,52,1990
House Party 2,['comedy'],94.0,4.7,22,1991
Make Mine Music,"['animation', 'family', 'music']",75.0,5.2,33,2046
Melody Time,"['music', 'family', 'animation']",72.0,6.3,42,2048
Nekromantik,"['drama', 'horror']",75.0,5.4,51,1987
On Our Merry Way,"['romance', 'comedy', 'music']",107.0,6.0,1,2048
Project Moon Base,['science fiction'],63.0,2.5,4,2053
Rocketship X-M,['science fiction'],77.0,5.1,15,2050
Shaft in Africa,"['adventure', 'action', 'thriller', 'crime', 'mystery']",112.0,5.4,6,1973
Shaft's Big Score!,"['action', 'adventure', 'crime', 'mystery']",104.0,6.1,7,1972
Croupier,"['drama', 'thriller']",94.0,6.7,80,1998
The Kid,"['fantasy', 'comedy', 'family']",104.0,6.0,242,2000
Scary Movie,['comedy'],88.0,6.0,1468,2000
But I'm a Cheerleader,['comedy'],85.0,6.5,101,1999
Shower,"['comedy', 'drama', 'foreign']",92.0,6.8,20,1999
Blow-Up,"['drama', 'mystery', 'thriller']",111.0,7.3,227,2066
The Pawnbroker,['drama'],116.0,7.3,31,2065
Groove,"['drama', 'music', 'romance']",86.0,5.6,6,2000
Footloose,"['drama', 'family', 'music', 'romance']",107.0,6.4,525,1984
Duel in the Sun,['western'],144.0,6.2,38,2046
X-Men,"['adventure', 'action', 'science fiction']",104.0,6.8,4172,2000
Chuck & Buck,"['comedy', 'drama']",96.0,5.7,17,2000
The Five Senses,['drama'],106.0,6.6,8,1999
The Wisdom of Crocodiles,"['drama', 'fantasy', 'horror']",98.0,5.8,28,1998
The In Crowd,['thriller'],105.0,4.7,15,2000
What Lies Beneath,"['drama', 'horror', 'mystery', 'thriller']",130.0,6.3,504,2000
Pokémon: The Movie 2000,"['adventure', 'fantasy', 'animation', 'science fiction', 'family']",84.0,6.4,201,1999
Criminal Lovers,"['horror', 'thriller', 'romance']",96.0,6.6,28,1999
Anatomy of a Murder,"['crime', 'drama', 'mystery', 'thriller']",160.0,7.7,207,2059
Freejack,['science fiction'],110.0,5.0,91,1992
Greaser's Palace,"['western', 'comedy']",91.0,5.6,9,1972
H.O.T.S.,['comedy'],98.0,5.1,9,1979
Knightriders,['drama'],145.0,6.5,17,1981
Mackenna's Gold,"['adventure', 'action', 'western']",128.0,6.4,44,1969
Sinbad and the Eye of the Tiger,"['action', 'adventure', 'family', 'fantasy', 'science fiction']",113.0,6.3,39,1977
Two Women,['drama'],100.0,7.6,63,2060
What About Bob?,['comedy'],100.0,6.7,265,1991
White Sands,"['action', 'crime', 'drama', 'mystery', 'thriller']",101.0,5.5,30,1992
Breaker Morant,"['drama', 'history', 'war']",107.0,7.2,37,1980
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,['comedy'],88.0,6.6,218,1972
Interiors,['drama'],93.0,6.7,92,1978
Love and Death,"['history', 'comedy']",85.0,7.5,176,1975
The Official Story,"['drama', 'history']",112.0,7.3,24,1985
The Other Side of Sunday,"['drama', 'comedy', 'foreign']",103.0,5.0,1,1996
Pot o' Gold,"['music', 'romance']",86.0,7.3,3,2041
Tampopo,['comedy'],114.0,7.9,57,1985
Thomas and the Magic Railroad,"['animation', 'drama', 'family', 'science fiction']",85.0,4.8,10,2000
Nutty Professor II: The Klumps,"['fantasy', 'comedy', 'romance', 'science fiction']",106.0,4.7,338,2000
The Girl on the Bridge,"['drama', 'comedy', 'romance']",90.0,7.1,34,1999
Wonderland,['drama'],108.0,6.9,8,1999
Autumn in New York,"['drama', 'romance']",103.0,5.7,144,2000
Coyote Ugly,"['comedy', 'drama', 'music', 'romance']",100.0,5.8,590,2000
Hollow Man,"['action', 'science fiction', 'thriller']",112.0,5.6,645,2000
Space Cowboys,"['action', 'adventure', 'thriller']",130.0,6.3,407,2000
Better Living,['comedy'],95.0,1.0,1,1998
Mad About Mambo,"['comedy', 'romance', 'foreign']",92.0,4.6,7,2000
Psycho Beach Party,['comedy'],95.0,6.0,26,2000
Saving Grace,"['crime', 'comedy']",93.0,6.3,115,2000
Black Sabbath,['horror'],92.0,6.9,72,2063
The Brain That Wouldn't Die,"['horror', 'science fiction']",82.0,4.4,34,2062
Bronco Billy,"['action', 'comedy', 'drama', 'romance', 'western']",116.0,5.2,51,1980
The Crush,"['drama', 'thriller']",89.0,5.5,65,1993
Kelly's Heroes,"['adventure', 'comedy', 'war']",144.0,7.2,191,1970
Phantasm II,"['action', 'horror', 'science fiction', 'thriller']",97.0,6.3,97,1988
Phantasm III: Lord of the Dead,"['horror', 'action', 'science fiction']",91.0,5.6,56,1994
Phantasm IV: Oblivion,"['horror', 'science fiction']",90.0,4.9,48,1998
Pumpkinhead,"['fantasy', 'horror']",86.0,5.9,108,1988
Air America,"['action', 'adventure', 'comedy', 'drama']",112.0,5.3,146,1990
Sleepaway Camp,['horror'],85.0,6.1,124,1983
Steel Magnolias,"['comedy', 'drama', 'romance']",119.0,7.1,146,1989
...And God Created Woman,"['drama', 'romance']",95.0,6.2,43,2056
Easy Money,['comedy'],95.0,6.6,34,1983
Ilsa: She Wolf of the SS,"['thriller', 'horror', 'war']",96.0,5.1,48,1975
Silent Fall,"['drama', 'thriller', 'mystery']",101.0,5.2,12,1994
The Spiral Staircase,"['crime', 'drama', 'horror', 'mystery', 'thriller']",83.0,6.6,46,2046
What Ever Happened to Aunt Alice?,"['crime', 'drama', 'horror', 'mystery', 'thriller']",101.0,5.2,5,1969
Margaret Cho: I'm the One That I Want,['comedy'],96.0,8.7,3,2000
The Tao of Steve,"['comedy', 'romance']",87.0,5.9,27,2000
The Tic Code,[],91.0,1.0,1,2000
Aimee & Jaguar,"['drama', 'history', 'romance']",125.0,6.3,20,1999
An Affair of Love,"['romance', 'drama']",80.0,6.5,11,1999
The Autumn Heart,['drama'],110.0,0.0,0,1999
Bless the Child,"['drama', 'horror', 'thriller', 'crime']",107.0,4.9,72,2000
Cecil B. Demented,"['thriller', 'comedy', 'crime']",87.0,6.2,51,2000
The Eyes of Tammy Faye,"['documentary', 'drama']",79.0,7.0,1,2000
The Opportunists,"['comedy', 'crime', 'drama', 'romance']",90.0,5.5,2,2000
The Replacements,['comedy'],118.0,6.2,207,2000
About Adam,"['comedy', 'romance']",105.0,5.4,37,2000
The Cell,"['horror', 'science fiction', 'thriller']",107.0,6.0,442,2000
Godzilla 2000,"['adventure', 'horror', 'action', 'science fiction']",107.0,5.9,44,1999
The Original Kings of Comedy,['comedy'],115.0,6.5,16,2000
Sunset Strip,[],90.0,6.0,1,2000
All the Rage,['comedy'],99.0,5.3,4,1999
The Naked Gun: From the Files of Police Squad!,"['comedy', 'crime']",85.0,7.1,1020,1988
The Naked Gun 2½: The Smell of Fear,"['comedy', 'crime']",85.0,6.6,556,1991
Our Town,"['drama', 'romance']",90.0,4.6,8,2040
Shane,"['drama', 'western']",118.0,7.3,143,2053
"Suddenly, Last Summer","['thriller', 'drama', 'mystery']",114.0,7.0,47,2059
Cat Ballou,"['comedy', 'western']",97.0,6.5,57,2065
A Couch in New York,"['romance', 'comedy']",108.0,5.6,8,1996
The Devil Rides Out,['horror'],96.0,6.7,50,2068
Jerry and Tom,"['action', 'comedy', 'drama', 'crime']",107.0,6.7,9,1998
Supergirl,"['adventure', 'fantasy', 'action', 'science fiction']",124.0,4.7,108,1984
X: The Unknown,"['horror', 'science fiction', 'mystery']",81.0,5.8,24,2056
The Art of War,"['crime', 'action', 'adventure']",117.0,5.6,136,2000
The Ballad of Ramblin' Jack,"['music', 'documentary']",112.0,0.0,0,2000
Phish: Bittersweet Motel,"['documentary', 'music']",82.0,6.0,3,2000
Bring It On,['comedy'],98.0,5.8,574,2000
Catfish in Black Bean Sauce,"['drama', 'comedy']",119.0,0.0,0,2000
The Crew,"['action', 'comedy']",88.0,6.4,11,2000
Love & Sex,"['comedy', 'drama', 'romance']",82.0,5.7,21,2000
Steal This Movie,['drama'],107.0,6.2,11,2000
Went to Coney Island on a Mission from God... Be Back by Five,['drama'],94.0,0.0,0,1998
Skipped Parts,"['comedy', 'drama', 'romance']",100.0,6.5,21,2000
Highlander: Endgame,"['action', 'fantasy', 'science fiction']",87.0,4.4,107,2000
Backstage,[],86.0,7.5,2,2000
Turn It Up,"['action', 'crime', 'drama']",86.0,5.0,5,2000
Anatomy,"['horror', 'thriller']",103.0,6.1,61,2000
Nurse Betty,"['comedy', 'crime', 'thriller']",108.0,5.9,113,2000
Alone,"['drama', 'foreign']",101.0,6.7,10,1999
The Watcher,"['mystery', 'thriller']",96.0,5.0,112,2000
The Way of the Gun,"['action', 'crime', 'drama', 'thriller']",119.0,6.4,106,2000
Almost Famous,"['drama', 'music']",122.0,7.4,807,2000
Bait,"['action', 'thriller', 'crime']",119.0,6.1,48,2000
Circus,"['crime', 'drama', 'thriller']",95.0,4.3,4,2000
Crime + Punishment in Suburbia,['drama'],100.0,6.1,14,2000
Duets,"['comedy', 'drama', 'music']",112.0,5.5,34,2000
Goya in Bordeaux,"['drama', 'war']",100.0,5.5,8,1999
Urbania,"['romance', 'drama']",103.0,5.2,10,2000
Uninvited Guest,"['drama', 'thriller']",116.0,5.0,2,1999
The Specials,"['action', 'comedy']",82.0,5.5,11,2000
Under Suspicion,"['mystery', 'thriller']",110.0,6.4,104,2000
Prince of Central Park,[],109.0,5.2,6,2000
Urban Legends: Final Cut,['horror'],97.0,4.4,102,2000
Woman on Top,"['comedy', 'drama', 'romance']",92.0,5.5,48,2000
Dancer in the Dark,"['drama', 'crime', 'music']",140.0,7.7,392,2000
Best in Show,['comedy'],90.0,6.7,168,2000
Beautiful,['comedy'],112.0,5.8,13,2000
Barenaked in America,['documentary'],0.0,1.0,1,1999
The Broken Hearts Club: A Romantic Comedy,"['comedy', 'drama', 'romance']",94.0,6.3,26,2000
Girlfight,['drama'],110.0,6.4,57,2000
Remember the Titans,['drama'],113.0,7.4,835,2000
Hellraiser,['horror'],94.0,6.9,464,1987
Hellbound: Hellraiser II,"['horror', 'thriller']",97.0,6.3,227,1988
Hellraiser III: Hell on Earth,"['horror', 'thriller', 'war']",93.0,5.3,160,1992
"Faraway, So Close!","['drama', 'fantasy', 'science fiction']",144.0,6.4,33,1993
Beach Party,"['comedy', 'music']",101.0,6.8,14,2063
Bikini Beach,"['comedy', 'music', 'romance']",99.0,6.7,10,2064
Return of the Fly,"['drama', 'horror', 'science fiction']",80.0,5.7,33,2059
Pajama Party,"['comedy', 'romance']",82.0,6.3,7,2064
Stranger Than Paradise,"['comedy', 'drama']",89.0,7.4,112,1984
Voyage to the Bottom of the Sea,"['adventure', 'drama', 'science fiction']",105.0,5.4,35,2061
Fantastic Voyage,"['adventure', 'science fiction']",100.0,6.7,108,2066
Abbott and Costello Meet Frankenstein,"['comedy', 'horror']",83.0,7.4,80,2048
The Bank Dick,['comedy'],72.0,6.8,28,2040
Creature from the Black Lagoon,"['adventure', 'horror', 'science fiction']",79.0,6.7,152,2054
The Giant Gila Monster,"['horror', 'science fiction']",74.0,4.2,12,2059
The Invisible Man,"['horror', 'science fiction']",71.0,7.3,151,2033
The Killer Shrews,"['horror', 'science fiction']",69.0,4.3,18,2059
Kronos,['science fiction'],78.0,5.8,8,2057
Phantom of the Opera,"['music', 'horror', 'romance']",92.0,5.6,30,2043
Runaway,"['thriller', 'crime', 'science fiction']",100.0,5.0,42,1984
The Slumber Party Massacre,"['comedy', 'horror']",77.0,5.7,61,1982
Slumber Party Massacre II,"['horror', 'comedy']",75.0,5.0,30,1987
Slumber Party Massacre III,"['horror', 'comedy']",87.0,5.4,20,1990
Sorority House Massacre,['horror'],74.0,4.7,22,1986
Sorority House Massacre II,"['comedy', 'horror', 'thriller']",80.0,5.0,12,1990
Bamboozled,"['comedy', 'drama']",135.0,6.3,24,2000
Bootmen,"['comedy', 'drama', 'music']",89.0,5.7,7,2000
Digimon: The Movie,"['fantasy', 'animation', 'science fiction', 'family']",82.0,6.2,76,2000
Get Carter,"['action', 'drama', 'thriller', 'crime']",102.0,4.8,147,2000
Get Carter,"['crime', 'thriller']",112.0,6.9,122,1971
Meet the Parents,"['comedy', 'romance']",108.0,6.6,1743,2000
Requiem for a Dream,"['crime', 'drama']",102.0,7.9,2525,2000
Tigerland,"['drama', 'war']",101.0,6.7,155,2000
Two Family House,"['drama', 'romance']",104.0,7.0,5,2000
The Contender,"['drama', 'thriller']",126.0,6.7,61,2000
Dr. T and the Women,"['comedy', 'drama', 'romance']",121.0,4.6,70,2000
Just Looking,"['drama', 'comedy']",97.0,5.8,5,1999
The Ladies Man,['comedy'],84.0,5.7,35,2000
Lost Souls,"['horror', 'thriller']",97.0,4.5,38,2000
Billy Jack,"['action', 'adventure', 'drama']",114.0,6.5,18,1971
Billy Jack Goes to Washington,['drama'],155.0,6.4,5,1977
The Time Machine,"['thriller', 'adventure', 'fantasy', 'science fiction', 'romance']",103.0,7.5,217,2060
Haunted,"['mystery', 'horror']",108.0,6.4,43,1995
Ghoulies,"['comedy', 'horror', 'fantasy']",81.0,4.2,58,1984
Ghoulies II,"['comedy', 'horror']",89.0,4.4,34,1987
The Unsinkable Molly Brown,"['comedy', 'music']",128.0,5.7,13,2064
The Adventures of Ichabod and Mr. Toad,"['horror', 'fantasy', 'animation', 'family']",68.0,6.4,91,2049
The Strange Love of Martha Ivers,['drama'],116.0,6.9,24,2046
Detour,"['crime', 'drama']",67.0,7.3,64,2045
Billy Elliot,"['drama', 'comedy', 'music']",110.0,7.4,774,2000
Bedazzled,"['fantasy', 'comedy', 'romance']",93.0,5.6,526,2000
Pay It Forward,"['drama', 'romance']",122.0,7.0,447,2000
The Beyond,['horror'],87.0,6.6,121,1981
The Private Eyes,"['comedy', 'crime', 'thriller', 'mystery', 'horror']",91.0,6.9,16,1980
The Legend of Drunken Master,"['action', 'comedy']",102.0,7.2,246,1994
Book of Shadows: Blair Witch 2,"['mystery', 'thriller', 'horror']",90.0,4.3,216,2000
The Little Vampire,"['family', 'horror']",95.0,6.0,79,2000
Lucky Numbers,"['action', 'adventure', 'comedy', 'crime', 'romance', 'thriller']",105.0,4.9,53,2000
Stardom,"['comedy', 'drama']",100.0,6.4,5,2000
Charlie's Angels,"['action', 'adventure', 'comedy', 'crime', 'thriller']",98.0,5.6,1253,2000
The Legend of Bagger Vance,"['fantasy', 'drama']",126.0,6.4,259,2000
Little Nicky,"['comedy', 'fantasy', 'romance']",90.0,5.2,447,2000
Men of Honor,['drama'],129.0,7.0,556,2000
Red Planet,"['thriller', 'action', 'science fiction']",106.0,5.4,271,2000
What's Cooking?,"['comedy', 'drama']",110.0,6.4,7,2000
You Can Count on Me,"['drama', 'romance']",111.0,6.8,89,2000
Diamonds Are Forever,"['adventure', 'action', 'thriller']",120.0,6.3,562,1971
The Eagle Has Landed,"['adventure', 'drama', 'action', 'thriller', 'war']",135.0,6.4,77,1976
The 6th Day,['science fiction'],123.0,5.7,603,2000
Bounce,"['drama', 'romance']",106.0,5.5,120,2000
How the Grinch Stole Christmas,"['family', 'comedy', 'fantasy']",104.0,6.2,1440,2000
One Day in September,['documentary'],94.0,7.3,14,1999
Rugrats in Paris: The Movie,"['adventure', 'animation', 'comedy', 'family']",78.0,6.0,101,2000
102 Dalmatians,"['comedy', 'family']",100.0,5.1,327,2000
Malena,['drama'],109.0,6.9,301,2000
Quills,['drama'],124.0,6.8,129,2000
Unbreakable,"['science fiction', 'thriller', 'drama']",106.0,6.9,1994,2000
Boys Life 3,[],79.0,6.7,3,2000
"Crouching Tiger, Hidden Dragon","['adventure', 'drama', 'action', 'romance']",120.0,7.2,949,2000
Dungeons & Dragons,"['action', 'adventure', 'fantasy', 'science fiction']",107.0,3.9,159,2000
Proof of Life,"['action', 'adventure', 'drama', 'romance', 'thriller']",135.0,6.1,211,2000
Vertical Limit,"['action', 'adventure', 'thriller']",124.0,5.9,287,2000
The Bounty,"['action', 'drama', 'history']",132.0,6.5,109,1984
Code of Silence,"['action', 'thriller', 'crime', 'drama']",101.0,6.0,44,1985
"Planes, Trains and Automobiles",['comedy'],93.0,7.1,567,1987
She's Having a Baby,"['comedy', 'drama', 'romance']",106.0,5.5,51,1988
Secrets of the Heart,['drama'],105.0,6.4,9,1997
The Living Daylights,"['action', 'adventure', 'thriller']",130.0,6.2,447,1987
The Transformers: The Movie,['animation'],84.0,7.1,134,1986
Wall Street,"['crime', 'drama']",126.0,7.0,557,1987
Born on the Fourth of July,"['drama', 'war']",145.0,6.7,403,1989
Talk Radio,['drama'],110.0,6.7,46,1988
Brewster's Millions,['comedy'],97.0,6.5,144,1985
Snatch,"['thriller', 'crime']",103.0,7.7,2953,2000
Punchline,"['comedy', 'drama']",123.0,5.1,41,1988
Mr Accident,"['comedy', 'foreign']",89.0,5.3,2,2000
Chocolat,"['comedy', 'drama', 'romance']",121.0,6.8,979,2000
"Dude, Where’s My Car?",['comedy'],83.0,5.3,523,2000
The Emperor's New Groove,"['adventure', 'animation', 'comedy', 'family', 'fantasy']",78.0,7.2,1544,2000
Pollock,"['drama', 'romance']",122.0,6.6,91,2000
What Women Want,"['comedy', 'romance']",127.0,6.1,1021,2000
Finding Forrester,['drama'],136.0,7.0,305,2000
The Gift,"['horror', 'drama', 'thriller', 'mystery']",111.0,6.4,288,2000
Before Night Falls,['drama'],134.0,6.6,65,2000
Cast Away,"['adventure', 'drama']",143.0,7.5,3304,2000
The Family Man,"['comedy', 'drama', 'romance', 'fantasy']",125.0,6.5,530,2000
The House of Mirth,"['drama', 'romance']",140.0,6.4,25,2000
Miss Congeniality,"['comedy', 'crime', 'action']",111.0,6.1,987,2000
Nowhere to Hide,"['action', 'comedy', 'crime']",112.0,6.8,15,1999
"O Brother, Where Art Thou?","['action', 'adventure', 'comedy']",106.0,7.3,1144,2000
Songcatcher,"['drama', 'music']",109.0,5.6,9,2001
State and Main,"['comedy', 'drama']",102.0,6.5,55,2000
Dracula 2000,"['thriller', 'horror']",99.0,4.6,150,2000
All the Pretty Horses,"['drama', 'romance', 'western']",117.0,5.8,61,2000
An Everlasting Piece,"['comedy', 'crime']",103.0,6.0,1,2000
Thirteen Days,"['drama', 'thriller']",145.0,6.9,192,2000
Traffic,"['thriller', 'drama', 'crime']",147.0,6.9,573,2000
The Claim,"['drama', 'romance', 'western']",120.0,5.6,17,2000
Shadow of the Vampire,"['drama', 'horror']",92.0,6.6,149,2000
House of Games,"['crime', 'drama', 'mystery', 'thriller']",102.0,7.0,83,1987
Kill Me Again,"['drama', 'action', 'thriller', 'crime']",94.0,5.7,21,1989
Annie,"['comedy', 'drama', 'family', 'music']",127.0,6.2,203,1982
Don't Tell Mom the Babysitter's Dead,"['comedy', 'family']",105.0,5.8,108,1991
An Officer and a Gentleman,"['drama', 'romance']",124.0,6.8,219,1982
The Alamo,"['action', 'adventure', 'drama', 'history', 'western']",167.0,6.5,63,2060
At Close Range,"['crime', 'drama']",111.0,6.7,67,1986
Breaker! Breaker!,"['action', 'adventure', 'crime', 'thriller']",86.0,4.7,20,1977
Breakheart Pass,"['thriller', 'western', 'mystery']",95.0,6.7,35,1975
Friendly Persuasion,"['drama', 'war', 'western']",137.0,6.1,22,2056
Gettysburg,"['war', 'drama', 'history']",254.0,6.6,91,1993
Imaginary Crimes,['drama'],105.0,3.7,3,1994
Rancho Deluxe,"['action', 'comedy', 'western']",93.0,5.5,7,1975
The St  Francisville Experiment,"['horror', 'thriller']",79.0,5.5,5,2000
Antitrust,"['action', 'crime', 'drama']",108.0,5.8,156,2001
Double Take,"['adventure', 'drama', 'action', 'comedy', 'romance']",88.0,5.5,24,2001
Save the Last Dance,"['drama', 'family', 'romance', 'music']",112.0,6.3,359,2001
Panic,"['comedy', 'crime', 'drama']",88.0,6.8,27,2000
The Pledge,"['crime', 'drama', 'mystery', 'thriller']",123.0,6.6,221,2001
Kids World,[],93.0,4.3,3,2001
The Personals,"['drama', 'comedy', 'romance', 'foreign']",96.0,7.5,2,1998
The Amati Girls,['drama'],91.0,0.0,0,2001
Love Field,"['drama', 'romance']",102.0,5.4,16,1992
The Man in the Moon,"['drama', 'family', 'romance']",99.0,7.1,56,1991
Mystic Pizza,"['comedy', 'drama', 'romance']",104.0,6.0,127,1988
Prelude to a Kiss,"['drama', 'comedy', 'romance']",105.0,5.4,31,1992
Coffy,"['thriller', 'action', 'adventure', 'drama', 'crime']",91.0,7.2,58,1973
Foxy Brown,"['thriller', 'action', 'crime']",94.0,6.4,51,1974
I'm Gonna Git You Sucka,"['action', 'comedy']",88.0,6.2,62,1988
Untamed Heart,"['comedy', 'drama', 'romance']",102.0,6.5,49,1993
Sugar & Spice,"['crime', 'comedy']",81.0,5.7,60,2001
The Wedding Planner,['comedy'],103.0,5.4,433,2001
Amy,"['comedy', 'drama']",104.0,6.9,7,1997
Dog Run,[],0.0,0.0,0,2001
Faithless,"['drama', 'romance']",142.0,6.4,7,2000
The Invisible Circus,['drama'],93.0,5.1,14,2001
The Legend of Rita,"['drama', 'foreign']",102.0,5.4,6,2000
A Monkey's Tale,"['adventure', 'animation', 'family']",80.0,6.3,7,1999
Two Ninas,"['comedy', 'romance']",88.0,7.0,1,2000
"Harry, He's Here To Help",['comedy'],117.0,6.7,47,2000
Amazing Grace and Chuck,['drama'],114.0,6.3,5,1987
Amazon Women on the Moon,"['comedy', 'science fiction']",85.0,6.0,37,1987
Baby Boom,"['comedy', 'romance', 'family']",110.0,6.0,70,1987
Back to the Beach,"['comedy', 'music']",92.0,5.9,15,1987
Barfly,"['comedy', 'drama', 'romance']",100.0,7.3,80,1987
Best Seller,"['action', 'crime', 'drama', 'thriller']",95.0,6.3,26,1987
Beverly Hills Cop II,"['action', 'comedy', 'crime']",100.0,6.1,627,1987
Beverly Hills Cop,"['action', 'comedy', 'crime']",105.0,6.8,985,1984
The Big Easy,"['drama', 'action', 'crime', 'mystery']",102.0,6.2,52,1986
Big Shots,"['action', 'adventure', 'comedy']",94.0,7.0,3,1987
The Big Town,"['drama', 'romance']",109.0,5.9,9,1987
Born in East L.A.,['comedy'],85.0,5.9,32,1987
The Brave Little Toaster,"['fantasy', 'adventure', 'animation', 'comedy', 'family', 'music']",90.0,6.8,94,1987
Can't Buy Me Love,"['drama', 'comedy', 'romance', 'family']",94.0,6.7,167,1987
Cherry 2000,['science fiction'],99.0,6.0,67,1987
Cop,"['crime', 'drama', 'mystery', 'thriller']",110.0,6.6,18,1988
Critical Condition,['comedy'],100.0,6.2,17,1987
Cry Freedom,['drama'],157.0,7.0,52,1987
Curse,['horror'],85.0,3.0,1,1987
Dead of Winter,"['horror', 'thriller', 'crime', 'mystery']",100.0,6.4,20,1987
The Dead,['drama'],83.0,6.5,34,1987
Death Before Dishonor,"['drama', 'action']",91.0,5.0,2,1987
Disorderlies,['comedy'],86.0,4.4,12,1987
Dogs in Space,"['music', 'drama']",103.0,5.9,6,1986
Eddie Murphy Raw,['comedy'],90.0,7.4,106,1987
Empire of the Sun,"['drama', 'history', 'war']",153.0,7.3,491,1987
Ernest Goes to Camp,"['comedy', 'family']",92.0,5.5,40,1987
The Evil Dead,['horror'],85.0,7.3,913,1981
Extreme Prejudice,"['action', 'crime', 'drama', 'thriller', 'western']",101.0,5.7,20,1987
Family Viewing,['drama'],86.0,5.7,6,1987
Five Corners,['drama'],90.0,5.5,15,1987
Flowers in the Attic,"['drama', 'horror', 'mystery', 'thriller']",93.0,6.4,60,1987
The Fourth Protocol,"['action', 'drama', 'thriller']",119.0,6.1,49,1987
Gardens of Stone,"['drama', 'history']",111.0,5.5,25,1987
Julia and Julia,"['drama', 'fantasy']",98.0,6.0,5,1987
The Glass Menagerie,['drama'],134.0,6.2,9,1987
"Good Morning, Babylon","['romance', 'drama']",117.0,5.8,5,1987
Hiding Out,"['action', 'adventure', 'comedy', 'drama', 'family', 'thriller']",98.0,5.2,14,1987
Hollywood Shuffle,['comedy'],78.0,5.7,20,1987
Hope and Glory,"['drama', 'war']",113.0,6.5,44,1987
Hot Pursuit,['comedy'],93.0,6.1,21,1987
Housekeeping,"['comedy', 'drama']",116.0,5.5,11,1987
Hunk,"['fantasy', 'comedy']",102.0,7.0,2,1987
Innerspace,"['action', 'comedy', 'science fiction']",120.0,6.6,336,1987
Ironweed,['drama'],143.0,6.4,30,1987
Ishtar,"['action', 'adventure', 'comedy']",107.0,4.3,29,1987
Jaws: The Revenge,"['adventure', 'thriller']",89.0,3.5,227,1987
Leonard Part 6,"['action', 'comedy']",85.0,2.7,27,1987
Less Than Zero,"['drama', 'crime', 'romance']",98.0,6.1,77,1987
Like Father Like Son,"['comedy', 'fantasy']",96.0,5.3,39,1987
The Lost Boys,"['horror', 'comedy']",97.0,6.8,545,1987
Made in Heaven,"['fantasy', 'drama', 'comedy', 'romance']",103.0,6.6,16,1987
Maid to Order,"['comedy', 'fantasy']",93.0,5.2,17,1987
Making Mr. Right,"['comedy', 'romance']",98.0,3.8,8,1987
Mannequin,"['fantasy', 'comedy', 'romance']",89.0,5.5,130,1987
Masters of the Universe,"['action', 'fantasy', 'science fiction', 'adventure', 'thriller']",106.0,5.1,196,1987
Million Dollar Mystery,"['comedy', 'thriller']",95.0,4.5,1,1987
The Monster Squad,"['horror', 'comedy', 'action', 'fantasy', 'science fiction']",82.0,6.8,146,1987
A Month in the Country,"['history', 'drama']",96.0,5.9,10,1987
Morgan Stewart's Coming Home,['comedy'],96.0,4.9,8,1987
My Demon Lover,"['comedy', 'fantasy', 'horror', 'romance']",90.0,5.9,5,1987
No Man's Land,"['action', 'drama', 'thriller']",106.0,6.1,28,1987
North Shore,"['action', 'drama', 'romance']",96.0,5.2,13,1987
Head Over Heels,"['comedy', 'romance']",86.0,5.3,73,2001
Left Behind,"['drama', 'fantasy', 'science fiction', 'thriller']",96.0,4.0,41,2000
Valentine,"['horror', 'thriller']",96.0,5.0,114,2001
In the Mood for Love,"['drama', 'romance']",98.0,7.8,379,2000
Fever,"['drama', 'thriller']",110.0,6.0,1,1999
