title,budget,production_companies,genres,keywords,overview,vote_count,vote_average
Rotor DR1,350000,['StoneKap Productions Ltd.'],"['science fiction', 'family']",[],"In a post-apocalyptic world where half the population is dead or missing and the sky is full of autonomous drones, a 16-year-old boy named Kitch sets out to find his father, joined by DR1, his drone companion.",3,4.7
12 Angry Men,350000,"['United Artists', 'Orion-Nova Productions']",['drama'],"['judge', 'jurors', 'sultriness']","The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",2078,8.2
My Dog Tulip,0,['Norman Twain Productions'],"['animation', 'comedy', 'drama']","['human animal relationship', 'dog', 'german shepherd']",The story of a man who rescues a German shepherd and how the two become fast friends.,9,7.6
It Happened One Night,325000,['Columbia Pictures Corporation'],"['comedy', 'romance']","['miami', 'reference to the big bad wolf', 'reporter']","Ellie Andrews has just tied the knot with society aviator King Westley when she is whisked away to her father's yacht and out of King's clutches. Ellie jumps ship and eventually winds up on a bus headed back to her husband. Reluctantly she must accept the help of out-of- work reporter Peter Warne. Actually, Warne doesn't give her any choice: either she sticks with him until he gets her back to her husband, or he'll blow the whistle on Ellie to her father. Either way, Peter gets what he wants... a really juicy newspaper story!",275,7.7
Dogtooth,0,"['Greek Film Center', 'Boo Productions', 'Horsefly Productions']",['drama'],"['male nudity', 'female nudity', 'hostage']","Three teenagers are confined to an isolated country estate that could very well be on another planet. The trio spend their days listening to endless homemade tapes that teach them a whole new vocabulary. Any word that comes from beyond their family abode is instantly assigned a new meaning. Hence 'the sea' refers to a large armchair and 'zombies' are little yellow flowers. Having invented a brother whom they claim to have ostracized for his disobedience, the uber-controlling parents terrorize their offspring into submission.",332,6.9
Tupac: Resurrection,300000,"['Paramount Pictures', 'MTV Films']","['music', 'documentary']","['rap music', 'hip-hop', 'blunt']","Home movies, photographs, and recited poetry illustrate the life of Tupac Shakur, one of the most beloved, revolutionary, and volatile hip-hop MCs of all time.",26,8.0
Tumbleweeds,312000,['Fine Line Features'],"['comedy', 'drama']",['independent film'],"A woman constantly runs from town to town with her 12 year old daughter to escape failed relationships. The film opens with one escape and the shift into a new start in San Diego. There Mom takes up with a controlling trucker and fights with her weirdo boss. Meanwhile, the daughter, used to making the constant shifts, finds a fit at school including getting chosen for a play lead.",11,6.2
The Prophecy,8,['Dimension Films'],"['fantasy', 'horror', 'thriller']","['angel', 'archangel gabriel', 'menschheit']","The angel Gabriel comes to Earth to collect a soul which will end the stalemated war in Heaven, and only a former priest and a little girl can stop him.",138,6.4
When the Cat's Away,0,"['Vertigo Productions', 'Canal+', 'France 2 Cinéma']",['comedy'],"['paris', 'cat']","When Chloe (Garance Clavel), a young Parisian, decides to take a long-overdue vacation, she has to find someone to look after Gris-Gris, her beloved cat. Everyone, including her gay male roommate, refuses to help her, but she finally makes an arrangement with the elderly Madame Rene (Rene Le Calm), who often watches over other peoples' cats and dogs. However, when Chloe comes back, Madame Rene tells her that unfortunately the cat has been lost, and the unlucky owner goes on a search for her dear animal friend. While looking for the cat, she meets many colorful characters who populate the neighborhood.",16,6.1
Pieces of April,300000,"['Kalkaska Productions', 'IFC Productions']","['comedy', 'drama']","['sex', 'thanksgiving', 'road trip']","Quirky and rebellious April Burns lives with her boyfriend in a low-rent New York City apartment miles away from her emotionally distant family. But when she discovers that her mother has a fatal form of breast cancer, she invites the clan to her place for Thanksgiving. While her father struggles to drive her family into the city, April -- an inexperienced cook -- runs into kitchen trouble and must ask a neighbor for help.",64,6.4
The Big Swap,0,[],[],[],"In this British drama, Ellen (Sorcha Brooks) and Jack (Antony Edridge) recall a time when they traded partners, and their remarks set a partner-swapping party in motion among four other couples. As the long night's journey into sex progresses, various fears and anxieties surface. Shown at Montreal's 1997 World Film Festival and the 1997 San Sebastian Film Festival.",0,0.0
Old Joy,300000,"['Film Science', 'Washington Square Films', 'Van Hoy/Knudsen Productions']",['drama'],['woman director'],Two old pals reunite for a camping trip in Oregon's Cascade Mountains.,36,6.3
Wendy and Lucy,200000,"['Glass Eye Pix', 'Film Science', 'Oscilloscope Laboratories']",['drama'],"['usa', 'friendship', 'survival']","Wendy, a near-penniless drifter, is traveling to Alaska in search of work, and her only companion is her dog, Lucy. Already perilously close to losing everything, Wendy hits a bigger bump in the road when her old car breaks down and she is arrested for shoplifting dog food. When she posts bail and returns to retrieve Lucy, she finds that the dog is gone, prompting a frantic search for her pet.",64,6.4
3 Backyards,0,['Caruso / Mendelsohn Productions'],['drama'],['independent film'],The story of three people from the same suburban town during the course of one curious autumn day.,4,4.8
Pierrot le Fou,300000,['Dino de Laurentiis Cinematografica'],"['drama', 'thriller']","['paris', 'painting', 'independent film']","Pierrot escapes his boring society and travels from Paris to the Mediterranean Sea with Marianne, a girl chased by hit-men from Algeria. They lead an unorthodox life, always on the run.",127,7.6
Sisters in Law,0,['Vixen Films'],['documentary'],['woman director'],"Set in Kumba in South West Cameroon Sisters in Law follows Adultery, Rape and Abuse cases led by a Female Judge.",2,7.3
Ayurveda: Art of Being,300000,"['Pandora Filmproduktion', 'Monsoon Films Private Limited', 'Pan Nalin Pictures']",['documentary'],"['philosophy', 'india', 'healing']","Ayurveda is a science of life and a healing art, where body, mind and spirit are given equal importance. This voyage of thousands of miles across India and abroad takes you on a unique poetic journey, where we encounter remarkable men of medicine or simply a villager who lives in harmony with nature. ""Hope is nature's way of enabling us to survive so that we can discover nature itself.""",3,5.5
Nothing But a Man,0,"['DuArt Film and Video', 'Nothing But a Man Company']",['drama'],[],A proud black man and his school-teacher wife face discriminatory challenges in 1960s America.,2,7.0
"First Love, Last Rites",300000,"['Forensic Films', 'Toast Films']",['drama'],"['sex', 'misfit', 'boring']",Joey and Sissel are two misfits spending most of their time together talking or having sex. Gradually and slowly their relationships are becoming boring for them.,1,3.0
Fighting Tommy Riley,0,[],"['action', 'adventure', 'drama']","['boxer', 'massage', 'unrequited love']","An aging trainer and a young fighter, both in need of a second chance, team-up to overcome the demons of their past...and chase the dreams of their future.",4,5.3
Royal Kill,0,['21st Century Film Production'],"['action', 'thriller']","['bodyguard', 'princess', 'female assassin']","A fearsome warrior from the Kingdom of Samarza arrives in America to assassinate a high school girl. The girl does not know it, but she is the last living heir to the Kingdom. A noble guard arrives in America to protect the young princess.",6,2.8
The Looking Glass,0,['Filmacres'],[],[],"Troubled 13-year-old Julie loses her mother and must go to Indiana to live with her grandmother Karen. A former star of stage and screen, Karen has the early stages of Alzheimer's and wants to pass on all she knows to her granddaughter before it's too late. Will their troubled relationship allow this to happen?",1,7.0
Death Race 2000,300000,['New World Pictures'],"['action', 'comedy', 'science fiction']","['dystopia', 'street race', 'reality spoof']","In a boorish future, the government sponsors a popular, but bloody, cross-country race in which points are scored by mowing down pedestrians. Five teams, each comprised of a male and female, compete using cars equipped with deadly weapons. Frankenstein, the mysterious returning champion, has become America's hero, but this time he has a passenger from the underground resistance.",124,5.9
Locker 13,0,[],"['horror', 'drama', 'thriller']","['terror', 'anthology', 'suspense']","The story of Skip, a young ex-convict who takes a position as a night janitor at an old-west theme park. His supervisor Archie, teaches him the ropes, but more importantly attempts to convey critical philosophical messages through a series of four stories: a down and out boxer is given the opportunity to become a real golden gloves killer; an assassin kidnaps three people in order to find out who hired him for his latest hit; a new recruit is initiated into a lodge of fez-wearing businessmen where hazing can take a malevolent turn; and a member of a suicide club introduces real fear into a man about to jump to his death.",3,6.8
Midnight Cabaret,0,[],['horror'],[],"A Broadway producer puts on a play with a Devil character in it. Soon the actors begin having nightmares, and events that are mentioned in the play really start happening.",0,0.0
Anderson's Cross,300000,['Illumination Pictures'],"['romance', 'comedy', 'drama']",['coming of age'],"Nick Anderson, Kevin Daniels, and Tracey Green do everything together. They are the best of friends, and yet they couldn't be more different. Neighbors from adolescence, they finish each other's thoughts and sentences, joys and pains, happiness and tears. Using Nick's house as their own members only clubhouse, they escape into their own world of contentment. Yet the inevitable intrusion of others tests their stability in ways never imagined.",0,0.0
Bizarre,0,"['Eivissa Productions', 'Bushwick Factory']","['drama', 'romance']",[],"Maurice, a reticent young homeless man, somehow manages to get by in Brooklyn; he spends his nights in parked cars until he finds himself at Bizarre, an underground club renowned for its burlesque shows. Maurice is fascinated by the clubs playful revues celebrating self-determined sexuality and creative otherness, and the two female club owners both adore him. He soon becomes a part of their self-selected family, and begins to bond with introverted Luka. But Maurice turns his back on Lukas growing affection. Running away from his true emotions he drifts aimlessly through the city. He tries to find his feet at a boxing club, where he meets Charlie. Unable to withstand the pressure of his repressed feelings, Maurice unleashes a mounting foment of emotions, pervaded by tenderness and menace.",11,6.2
Graduation Day,0,[],['horror'],['slasher'],"After a high school track runner, named Laura, suddenly dies from a heart attack after finishing a 30-second 200-meter race, a killer wearing a sweat suit and a fencing mask begins killing off her friends on the school track team one by one. The suspects include the track coach Michaels, Laura's sister Anne who arrives in town for the funeral, the creepy school principal Mr. Guglione, and Laura's strange boyfriend Kevin.",22,5.0
Some Guy Who Kills People,300000,[],"['comedy', 'horror', 'thriller']",[],"A former mental patient's repressed anger reaches the boiling point, leading him to embark on a mission of revenge against the thugs who once subjected him to severe physical and mental trauma.",45,5.7
Compliance,0,"['Muskat Filmed Properties', 'Bad Cop Bad Cop Film Productions', 'Dogfish Pictures']","['drama', 'thriller', 'crime']",[],"Sandra is the manager at a fast-food restaurant, and Becky is her teenaged counter girl who really needs the job. One stressful day, a police officer telephones and accuses Becky of stealing money from a customers purse, which Becky vehemently denies. Sandra, overwhelmed by her managerial responsibilities, complies with the officers orders to detain Becky, beginning a nightmare that tragically blurs the lines between expedience, prudence, legality and reason.",221,6.3
Chasing Amy,250000,"['Miramax Films', 'View Askew Productions']","['comedy', 'drama', 'romance']","['new jersey', 'coming out', ""love of one's life""]","Holden and Banky are comic book artists. Everything is going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.",433,6.7
Lovely & Amazing,250000,[],"['comedy', 'drama', 'romance']",['woman director'],Self-esteem and insecurity are at the heart of this comedy about the relationship between a mother and her three confused daughters.,23,6.3
Death Calls,0,[],[],[],"An action-packed love story on the Mexican border featuring oppression, revenge, reincarnation and rebirth.",0,0.0
Better Luck Tomorrow,0,[],"['crime', 'drama']",[],A group of over-achieving Asian-American high school seniors enjoy a power trip when they dip into extra-curricular criminal activities.,27,6.5
The Incredibly True Adventure of Two Girls In Love,0,[],"['comedy', 'drama', 'romance']","['lesbian relationship', 'independent film', 'lesbian interest']",An adventurous love story between two young women of different social and economic backgrounds who find themselves going through all the typical struggles of a new romance.,13,5.7
Chuck & Buck,0,[],"['comedy', 'drama']","['gay', 'independent film', 'mentally handicapped man']","Buck is a man-child who has lived his existence in a life of kindergarten collages and lollipops. Buck remembers his old childhood friend Chuck, with whom he feels a need to reconnect with after having invited him to his mother's funeral. Buck treks out to LA where Chuck, now a music record executive, is living his life. Buck ends up developing an obsession with Chuck and begins stalking him.",16,5.7
American Desi,250000,[],"['drama', 'comedy', 'romance']","['tradition', 'indian lead', 'roommate']","This is a fun-loving romantic comedy reminiscent of the great teen films of the 80's.From Kris, an All-American boy from India, to Ajay, an Afro-Centric Hindu homeboy, to Farah, a devoutly religious but modern Muslim girl, 'American Desi' tells the story of a unique set of characters and their culture from a decidedly hip and youthful point of view.",4,5.0
Amidst the Devil's Wings,300000,['Daniel Columbie Films & Productions'],"['drama', 'action', 'crime']",[],"Prequel to ""5th of a Degree.""",0,0.0
Cube,250000,"['Téléfilm Canada', 'Feature Film Project', 'Cube Libre']","['thriller', 'science fiction', 'mystery']","['riddle', 'autism', 'claustrophobia']",Seven strangers are taken out of their daily lives and placed mysteriously in a deadly cube where they all agree they must find their way out.,1069,6.9
Love and Other Catastrophes,0,[],"['comedy', 'romance']","['independent film', 'woman director']",A day in the life of two film-school students trying to find love and another house-mate.,9,5.8
I Married a Strange Person!,250,['Bill Plympton Studios'],"['drama', 'comedy', 'animation']",[],"A newlywed develops a strange lump on his neck that gives him the ability to transform people or objects at will. His wife is very upset. Meanwhile, the CEO of Smilecorp learns of this man and his ability and sees a way to achieve world domination if only the man can be taken alive. Animated movie by Bill Plympton.",12,7.5
November,0,['IFC Productions'],"['drama', 'mystery', 'thriller']","['post traumatic stress  disorder', 'photographer', 'loss of lover']","Sophie Jacobs is going through the most difficult time of her life. Now, she just has to find out if it's real.",11,4.9
Like Crazy,250000,"['Paramount Vantage', 'Andrea Sperling Productions', 'Indian Paintbrush']","['drama', 'romance']","['chair', 'customs', 'student visa']","A British college student falls for an American student, only to be separated from him when she's banned from the U.S. after overstaying her visa.",381,6.4
Teeth and Blood,0,[],['horror'],[],"A beautiful diva is murdered on the set of horror director Vincent Augustine's latest film ""Chapel Blood."" Somewhere between the crime scene and the coroner's van, the body mysteriously disappears. Meanwhile, the city's supply of donated blood is being dangerously depleted. Suspecting a connection between the events, detectives Mike Hung and Sasha Colfax go undercover at the studio to investigate. Their attempt to crack the case quickly turns into a desperate battle for survival when they uncover an age-old war between rival vampire covens that threatens to consume humanity in a final, grisly assault of Teeth and Blood!",1,3.0
Sugar Town,0,"['Channel Four Films', 'October Films']",['comedy'],['woman director'],"Look at the lives of struggling L.A. scene rock stars follows main character, Gwen, on her quest for the top. Working as an assistant to a film production designer, she tries to steal her boy friend who is a music producer by offering sexual favors. The producer meanwhile is trying to orchestrate a comeback for a former glam band comprised of Michael Des Barres, John Taylor and Martin Kemp. Rosanna Arquette plays the former movie star wife of the lead singer, who is fretting because she has just been offered the role as the mother of one of the new ingenious. Beverly D'Angelo also shows up as a millionairess who agrees to bankroll the group, but only if she gets a roll in the hay with the lead singer. All of the career problems, including drug proclivity, are represented in this film.",2,5.5
The Motel,0,[],"['drama', 'comedy']",[],"Thirteen-year-old Ernest Chin lives and works at a sleazy hourly-rate motel on a strip of desolate suburban bi-way. Misunderstood by his family and blindly careening into puberty, Ernest befriends Sam Kim, a self-destructive yet charismatic Korean man who has checked in. Sam teaches the fatherless boy all the rites of manhood.",3,7.0
The Canyons,250000,"['Filmworks/FX', 'Prettybird', 'Post Empire Films']","['thriller', 'drama']","['sex', 'adultery', 'jealousy']","The discovery of an illicit love affair leads two young Angelenos on a violent, sexually charged tour through the dark side of human nature.",75,4.1
On the Outs,0,"['Youth House Productions', 'Fader Films']",['drama'],"['prison', 'drug dealer', 'single mother']","Follows the choices made by three young women - one a drug dealer, one an addict, one a pregnant teen - in Jersey City.",6,5.9
Shotgun Stories,0,"['Upload Films', 'Muskat Filmed Properties', 'A Lucky Old Sun Production']","['drama', 'thriller']","['brother brother relationship', 'loss of father', 'arkansas']","Shotgun Stories tracks a feud that erupts between two sets of half brothers following the death of their father. Set against the cotton fields and back roads of Southeast Arkansas, these brothers discover the lengths to which each will go to protect their family.",57,6.9
Exam,0,"['Hazeldine Films', 'Bedlam Productions']","['thriller', 'mystery']","['gun', 'room', 'suspicion']",The final candidates for a highly desirable corporate job are locked together in an exam room and given a test so simple and confusing that tension begins to unravel.,523,6.6
The Sticky Fingers of Time,250000,[],"['science fiction', 'drama']","['future', 'bisexuality', 'time travel']","A 1950s author (Terumi Matthews) is transported to 1990s Brooklyn, where she meets a woman (Nicole Zaray) who reads about her life.",3,4.8
Sunday School Musical,0,"['The Asylum', 'Asylum']",['music'],"['high school', 'woman director']",Two competing groups of high school students must rally together and enter a song and dance competition in order to save their church from closing.,4,5.5
Rust,0,[],['drama'],[],"In the midst of a midlife crisis of faith, a man finds hope where he least expects it  his hometown. James Moore (Golden Globe nominee Corbin Bernsen) is a former pastor who returns home to discover a family new to the area has been killed in a mysterious fire, and his childhood friend is implicated in the murder. Convinced of his friends innocence, James sets out on a mission to find the truth_ and in the process, rediscovers his own lost faith. An uplifting drama about faith, family, and the powerful ties that bind a community together.",0,0.0
Ink,250000,['Double Edge Films'],"['action', 'fantasy']","['supernatural', 'father daughter relationship', 'incubus']","Invisible forces exert power over us in our sleep. A mercenary named Ink, on a literal nightmare mission, captures the spirit of 8-year-old Emma in the dream world. To save her, the dream-givers marshal all their resources, focusing on saving the soul of Emma's tragically broken father.",101,6.4
The Christmas Bunny,250000,['Honey Creek Pictures'],"['drama', 'family']",[],"The Christmas Bunny tells the story of a lonely foster child (Sophie Bolen) who finds a lost, injured rabbit in the woods on Christmas Eve. The rabbit is nursed back to health by The Bunny Lady (Florence Henderson), who runs a rabbit rescue in an old barn behind her Michigan farmhouse.",7,5.7
Butterfly,0,['Par-Par Productions'],"['crime', 'drama']","['nudity', 'seduction']","Orson Welles, as judge Rauch, holds a lengthy trial against Jess Tyler, a caretaker deserted by his wife ten years before, who's accused of improper relations with his daughter Kady. Complications follows when Wash, father of Kady's baby, comes back to take her away.",12,5.0
UnDivided,0,[],[],[],"UnDivided documents the true story of how a suburban church unites with at-risk Roosevelt High School to create a beautiful transformation for students, the school and the volunteers serving it.",0,0.0
The Frozen,0,[],"['horror', 'thriller']","['bickering', 'accident', 'denial of death']","After a harrowing snowmobile accident, a young couple is stranded in the woods and must survive while waiting for help to arrive. Events take a turn for the worse after the disappearance of Emma's boyfriend, leaving her on her own not only to battle the elements, but also to elude a mysterious hunter who is tracking her through the forest.",14,4.2
Horse Camp,0,['Be Your Own Hollywood'],"['family', 'drama']","['horse', 'teenage girl']","Whats the matter with Kathy (Jordan Trovillion, Highland Park)? Shes your typical 17 year-old girl in search of something more in her life. It seems the only place she is going to find it is at Horse Camp. Her father Luke (Dean Cain, Lois &amp; Clark: The New Adventures of Superman) recognizes that shes got it in her blood, a sensibility in her being - she understands horses just as much as they understand her. But at Horse Camp there is much more to learn, not only about horses, but about people and the many challenges of friendship.",2,5.5
Give Me Shelter,0,[],['documentary'],['helping animals'],Give Me Shelter is a documentary to raise awareness for important animal issues around the world. This film uncovers the most prevalent issues in the animal world through the eyes of individuals dedicating their lives to them daily.,0,0.0
The Big Parade,245000,['Metro-Goldwyn-Mayer (MGM)'],"['drama', 'romance', 'war']","['world war i', 'silent film']","The story of an idle rich boy who joins the US Army's Rainbow Division and is sent to France to fight in World War I, becomes friends with two working class men, experiences the horrors of trench warfare, and finds love with a French girl.",21,7.0
Little Big Top,0,['Fly High Films'],['comedy'],['independent film'],"An aging out of work clown returns to his small hometown, resigned to spend the rest of his days in a drunken stupor. But when his passion for clowning is reawakened by the local amateur circus he finds his smile.",1,10.0
Along the Roadside,250,['Metakwon Filmworks'],"['romance', 'comedy', 'music']",['road movie'],"Road movie about two young people from different parts of the world, their vastly different clashing cultures and their journey of self-discovery during the drive to the largest music festival in California.",3,7.7
Bronson,230000,"['EM Media', 'Aramid Entertainment Fund', 'Vertigo Films']","['drama', 'action', 'crime']","['prison', 'isolation']","A young man who was sentenced to 7 years in prison for robbing a post office ends up spending 30 years in solitary confinement. During this time, his own personality is supplanted by his alter ego, Charles Bronson.",733,6.9
Western Religion,0,['3rd Partner Productions'],['western'],[],"The year is 1879. Gunfighters from the far reaches of the globe descend on Religion, AZ to compete in a legendary poker tournament. Drawn by the gold prize, the players come to realize that in this game, their very souls are at stake.",0,0.0
Burn,225000,['Apostle Productions'],"['foreign', 'documentary']","['michigan', 'crisis', 'fire fighting']","A character-driven, action-packed documentary about Detroit, told through the eyes of the Detroit firefighters, the men and women charged with the thankless task of saving a city that many have written off as dead.",6,6.9
Urbania,0,[],"['romance', 'drama']",[],"Charlie takes an odyssey through grief during a fall weekend in New York City. His encounters are planned and chance: with a homeless man who sleeps by his building, with a friend who's dying, with the couple who lives (and noisily loves) in the flat above him, with a bartender and a one-night-stand he follows home, and with a tattooed stranger whom he seeks out and befriends. Along the way, Charlie inhabits a city full of moments of violence and of stories and legends: a kidney thief, a microwaved poodle, a rat in a hot dog bun, a baby left on a car top, a tourist's toothbrush, needles in public-phone change slots. Charlie lives and tells his own stories. What caused his melancholy?",10,5.2
The Stewardesses,100000,[],['comedy'],"['female nudity', 'lesbian', 'erotic movie']","The Stewardesses is a 1969 Softcore 3-D film. Produced on a budget of just over $100,000, the film grossed over $27,000,000 (USD) in 1970 dollars, becoming the most profitable 3-D film ever released. This has now been passed by James Camerons Avatar.",5,4.3
"The Beast from 20,000 Fathoms",210000,['Jack Dietz Productions'],"['adventure', 'horror', 'science fiction']","['monster', 'atomic bomb', 'lighthouse']","The Beast from 20,000 Fathoms is a 1953 science fiction film directed by Eugne Louri and stars Paul Christian, Paula Raymond and Cecil Kellaway with visual effects by Ray Harryhausen. The film is about an atomic bomb test in the Arctic Circle that unfreezes a hibernating fictional dinosaur, a Rhedosaurus, that begins to wreak havoc in New York City.",41,6.7
Mad Max,400000,"['Kennedy Miller Productions', 'Mad Max Films', 'Crossroads']","['adventure', 'action', 'thriller', 'science fiction']","['chain', 'baby', 'bridge']","In a dystopian future Australia, a vicious biker gang murders a cop's family, and makes his fight with them personal.",1213,6.6
Swingers,200000,"['Miramax Films', 'Independent Pictures (II)', 'The Alfred Shay Company Inc.']","['comedy', 'romance']","['independent film', 'stuffed animal', 'hollywood']","This is a story about Mike, a guy who left his girl in New York when he came to LA to be a star. It's been six months since his girlfriend left him and he's not doing so good. So, his pal and some other friends try and get him back in the social scene and forget about his 6 year relationship.",253,6.8
A Fistful of Dollars,200000,"['United Artists', 'Constantin Film Produktion', 'Jolly Film']",['western'],"['gang war', 'victim of murder', 'greed']","The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit.",883,7.6
She Done Him Wrong,200000,['Paramount Pictures'],['comedy'],"['singer', 'night club owner']","New York singer and nightclub owner Lady Lou has more men friends than you can imagine. Unfortunately one of them is a vicious criminal who's escaped and is on the way to see ""his"" girl, not realising she hasn't exactly been faithful in his absence. Help is at hand in the form of young Captain Cummings a local temperance league leader though.",27,5.1
Short Cut to Nirvana: Kumbh Mela,0,[],[],[],"Every 12 years over 70 million pilgrims gather at the meeting of India's holiest rivers, the Ganges and the Yamuna, for a spectacular spiritual festival: the Kumbh Mela. This documentary takes a voyage of discovery through this colorful event through the eyes of several Westerners and an ebullient young Hindu monk, Swami Krishnanand. Featuring encounters with some of India's most respected holy men and exclusive footage of His Holiness the Dalai Lama.",0,0.0
The Grace Card,200000,['GraceWorks Pictures'],['drama'],"[""family's daily life"", 'bible', 'platonic love']","Everything can change in an instant ... and take a lifetime to unravel. When Mac McDonald loses his son in an accident, the ensuing 17 years of bitterness and pain erodes his love for his family and leaves him angry with God ... and just about everyone else. Mac's rage stonewalls his career in the police department and makes for a combustible situation when he's partnered with Sam Wright, a rising star on the force who happens to be a part-time pastor and a loving family man. Can they somehow join forces to help one another when it's impossible for either of them to look past their differences-especially the most obvious one? Every day, we have the opportunity to rebuild relationships and heal deep wounds by extending and receiving God's grace. Offer THE GRACE CARD ... and never underestimate the power of God's love.",10,6.5
Middle of Nowhere,0,[],['drama'],"['prison', 'woman director']",'Middle of Nowhere' follows a woman named Ruby who lost her husband to incarceration and lost herself in the process.,7,6.6
Three,0,"['X-Filme Creative Pool', 'ARTE', 'Westdeutscher Rundfunk (WDR)']","['romance', 'drama', 'comedy']","['sex', 'bisexual', 'science']","Hanna and Simon are in a 20 year marriage with an unexiting relationship. By chance, they both meet and start separate affairs with Adam. Adam has no idea that his two lovers are married, until they are all found out when Hanna becomes pregnant, with the natural doubts stemming from their situation.",31,6.3
The Business of Fancydancing,200000,['FallsApart Productions'],"['music', 'drama']",['independent film'],"Seymour Polatkin is a successful, gay Indian poet from Spokane who confronts his past when he returns to his childhood home on the reservation to attend the funeral of a dear friend.",2,8.0
Call + Response,0,[],['documentary'],[],"Call + Response is a first of its kind feature documentary film that reveals the worlds 27 million dirtiest secrets: there are more slaves today than ever before in human history. Call + Response goes deep undercover where slavery is thriving from the child brothels of Cambodia to the slave brick kilns of rural India to reveal that in 2007, Slave Traders made more money than Google, Nike and Starbucks combined. Luminaries on the issue and many other prominent political and cultural figures offer first hand account of this 21st century trade. Performances from Grammy-winning and critically acclaimed artists move this chilling information into inspiration for stopping it. Music is part of the movement against human slavery. Dr. Cornel West connects the music of the American slave fields to the popular music we listen to today, and offers this connection as a rallying cry for the modern abolitionist movement currently brewing.",1,8.0
Malevolence,450000,[],"['crime', 'horror', 'thriller']","['hostage', 'psychopath', 'abandoned house']","It's ten years after the kidnapping of Martin Bristol. Taken from a backyard swing at his home at the age of six, he is forced to witness unspeakable crimes of a deranged madman. For years, Martin's whereabouts have remained a mystery...until now.",14,4.9
Reality Show,0,"['Campbell Grobman Films', 'Blump International Films']",[],"['wife husband relationship', 'reality', 'reality tv']","The Warwick family are unknowingly being filmed for a new reality show. Problem is, they're boring. So the producer must add conflict and drama to their lives. Their lives begin to unravel with shocking consequences.",2,5.5
Super Hybrid,13000000,"['TADORA Filmproduktions', 'Stallion Media', 'Studio 407']",['horror'],[],"Late one night, a mysterious car is brought into the Chicago police impound garage after a deadly traffic accident. The on-call mechanics soon discover the car has a mind of its own. With hundreds of horsepower and two tons of reinforced steel at its command, it's a seemingly unstoppable killing machine capable of outrunning -- and outwitting -- humans.",24,4.6
Baghead,0,['Duplass Brothers Productions'],"['drama', 'comedy', 'horror']","['mumblecore', 'mumblegore']","Four actors go to a cabin in the woods to write, direct, and act in a film that will jump-start their careers. Their idea is a horror film about a man with a bag over his head, but what happens when that man mysteriously shows up?",23,5.8
American Beast,0,['Gravitas Ventures'],['horror'],"['terror', 'horror', 'fear']","After finding an old storage locker filled with his family's history, James Erikson begins a journey to discover the truth behind a mysterious piece of land in the small town of Solitude.",0,0.0
The Case of the Grinning Cat,0,['Les Films du Jeudi'],['documentary'],[],Paris 2002. Yellow cats appear on the walls. Chris Marker is looking for these mysterious cats and captures with his camera the political and international events of these last two years (war in Iraq...).,3,7.7
Ordet,0,['Palladium Film'],['drama'],"['faith', 'independent film', 'religion']","How do we understand faith and prayer, and what of miracles? August 1925 on a Danish farm. Patriarch Borgan has three sons: Mikkel, a good-hearted agnostic whose wife Inger is pregnant, Johannes, who believes he is Jesus, and Anders, young, slight, in love with the tailor's daughter. The fundamentalist sect of the girl's father is anathema to Borgan's traditional Lutheranism; he opposes the marriage until the tailor forbids it, then Borgan's pride demands that it happen. Unexpectedly, Inger, who is the family's sweetness and light, has problems with her pregnancy. The rational doctor arrives, and a long night brings sharp focus to at least four views of faith.",65,7.8
Good Dick,0,"['Good Dick', 'Morning Knight', 'Present Pictures']","['comedy', 'drama', 'romance']","['sexuality', 'roommate', 'misfit']","A fidgety, wisecracking video store clerk develops a fixation on a particularly reclusive customer, a frequent visitor to the pornography section of Cinefile, the video store where he works in Los Angeles. After multiple failures to impress her during their brief daily transactions, he finds her street address in the store's database, drives to her apartment building and initiates an unconventional campaign to win her affections.",34,6.1
The Man from Earth,0,['Falling Sky Entertainment'],"['science fiction', 'drama']","['philosophy', 'secret', 'birthday']","An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he never ages and has walked the earth for 14,000 years.",687,7.7
The Trials Of Darryl Hunt,0,[],['documentary'],['woman director'],"""The Trials of Darryl Hunt"" is a feature documentary about a brutal rape/murder case and a wrongly convicted man, Darryl Hunt, who spent nearly twenty years in prison for a crime he did not commit. Both a social justice story and a personally driven narrative, the film chronicles this capital case from 1984 through 2004. With exclusive footage from two decades, the film frames the judicial and emotional response to a chilling crime - and the implications that reverberate from Hunt's conviction - against a backdrop of class and racial bias in the South and in the American criminal justice system.",4,6.8
