talk_id,title,topics,description
1442,"Unseen footage, untamed nature","['animals', 'film', 'nature', 'science', 'scienceandart', 'art', 'adventure', 'biodiversity', 'exploration', 'biology', 'life', 'travel', 'cosmos', 'environment', 'photography']","At TED2012, filmmaker Karen Bass shares some of the astonishing nature footage she's shot for the BBC and National Geographic -- including brand-new, previously unseen footage of the tube-lipped nectar bat, who feeds in a rather unusual way ..."
1727,My radical plan for small nuclear fission reactors,"['innovation', 'nuclearenergy', 'physics', 'science', 'technology', 'youth', 'alternativeenergy', 'chemistry', 'invention', 'energy', 'engineering', 'sustainability', 'future', 'space', 'electricity']","Taylor Wilson was 14 when he built a nuclear fusion reactor in his parents' garage. Now 19, he returns to the TED stage to present a new take on an old topic: fission. Wilson, who has won backing to create a company to realize his vision, explains why he's so excited about his innovative design for small modular fission reactors -- and why it could be the next big step in solving the global energy crisis."
1150,How to tie your shoes,"['culture', 'demo', 'entertainment']","Terry Moore found out he'd been tying his shoes the wrong way his whole life. In the spirit of TED, he takes the stage to share a better way."
1673,Three myths about corruption,"['tedx', 'corruption', 'crime', 'economics', 'government', 'protests']","Trinidad and Tobago amassed great wealth in the 1970s thanks to oil -- but 2 out of every 3 dollars earmarked for development ended up wasted or stolen. This fact has haunted Afra Raymond for 30 years. Shining a flashlight on a continued history of government corruption, Raymond gives us a reframing of financial crime."
819,The emotion behind invention,"['design', 'health', 'healthcare', 'medicine', 'prosthetics', 'technology', 'war']","Soldiers who've lost limbs in service face a daily struggle unimaginable to most of us. At TEDMED, Dean Kamen talks about the profound people and stories that motivated his work to give parts of their lives back with his design for a remarkable prosthetic arm."
50657,A personal plea for humanity at the US-Mexico border,"['refugees', 'society', 'community', 'immigration', 'socialchange', 'unitedstates', 'policy', 'history', 'humanity']","In this powerful, personal talk, author and academic Juan Enriquez shares stories from inside the immigration crisis at the US-Mexico border, bringing this often-abstract debate back down to earth -- and showing what you can do every day to create a sense of belonging for immigrants. ""This isn't about kids and borders,"" he says. ""It's about us. This is about who we are, who we the people are, as a nation and as individuals."""
2330,Falling in love is the easy part,"['tedx', 'love', 'media', 'writing']","Did you know you can fall in love with anyone just by asking them 36 questions? Mandy Len Catron tried this experiment, it worked, and she wrote a viral article about it (that your mom probably sent you). But ... is that real love? Did it last? And what's the difference between falling in love and staying in love?"
634,3 warp-speed architecture tales,"['architecture', 'cities', 'creativity', 'design', 'environment', 'green']","Danish architect Bjarke Ingels rockets through photo/video-mingled stories of his eco-flashy designs. His buildings not only look like nature -- they act like nature: blocking the wind, collecting solar energy -- and creating stunning views."
36415,Creative ways to get kids to thrive in school,"['children', 'education', 'parenting', 'teaching', 'emotions', 'creativity']","To get young kids to thrive in school, we need to do more than teach them how to read and write -- we need to teach them how to manage their emotions, says educator Olympia Della Flora. In this practical talk, she shares creative tactics she used to help struggling, sometimes disruptive students -- things like stopping for brain breaks, singing songs and even doing yoga poses -- all with her existing budget and resources. ""Small changes make huge differences, and it's possible to start right now ... You simply need smarter ways to think about using what you have, where you have it,"" she says."
2883,Lessons from the longest study on human development,"['children', 'communication', 'education', 'economics', 'humanity', 'happiness', 'life', 'journalism', 'parenting', 'personalgrowth', 'science', 'relationships', 'data', 'aging']","For the past 70 years, scientists in Britain have been studying thousands of children through their lives to find out why some end up happy and healthy while others struggle. It's the longest-running study of human development in the world, and it's produced some of the best-studied people on the planet while changing the way we live, learn and parent. Reviewing this remarkable research, science journalist Helen Pearson shares some important findings and simple truths about life and good parenting."
52752,The search for our solar system's ninth planet,"['astronomy', 'planets', 'solarsystem', 'science', 'space', 'discovery', 'asteroid', 'cosmos']","Could the strange orbits of small, distant objects in our solar system lead us to a big discovery? Planetary astronomer Mike Brown proposes the existence of a new, giant planet lurking in the far reaches of our solar system -- and shows us how traces of its presence might already be staring us in the face."
21802,How to get serious about diversity and inclusion in the workplace,"['communication', 'community', 'work', 'humanity', 'race', 'socialchange', 'leadership', 'society', 'inequality', 'unitedstates']","Imagine a workplace where people of all colors and races are able to climb every rung of the corporate ladder -- and where the lessons we learn about diversity at work actually transform the things we do, think and say outside the office. How do we get there? In this candid talk, inclusion advocate Janet Stovall shares a three-part action plan for creating workplaces where people feel safe and expected to be their unassimilated, authentic selves."
2074,How our stories cross over,"['tedx', 'children', 'culture', 'family', 'history', 'identity', 'parenting', 'society', 'storytelling']","Colin Grant has spent a lifetime navigating the emotional landscape between his fatherâs world and his own. Born in England to Jamaican parents, Grant draws on stories of shared experience within his immigrant community -- and reflects on how he found forgiveness for a father who rejected him."
24725,The key to a better malaria vaccine,"['vaccines', 'africa', 'health', 'science', 'medicine', 'medicalresearch', 'technology', 'tedfellows', 'publichealth', 'innovation', 'disease']","The malaria vaccine was invented more than a century ago -- yet each year, hundreds of thousands of people still die from the disease. How can we improve this vital vaccine? In this informative talk, immunologist and TED Fellow Faith Osier shows how she's combining cutting-edge technology with century-old insights in the hopes of creating a new vaccine that eradicates malaria once and for all."
1716,My journey to yo-yo mastery,"['dance', 'entertainment', 'performance', 'toy']","Remember the days you struggled just to make a yo-yo spin, and if you were really fancy, to âwalk the dogâ? You ainât seen nothinâ yet. Japanese yo-yo world champion BLACK tells the inspiring story of finding his life's passion, and gives an awesome performance that will make you want to pull your yo-yo back out of the closet."
1410,"Designing books is no laughing matter. OK, it is.","['creativity', 'design', 'humor', 'literature']","Chip Kidd doesn't judge books by their cover, he creates covers that embody the book -- and he does it with a wicked sense of humor. In this deeply felt (and deeply hilarious) talk, he shares the art and the philosophy behind his cover designs. (This talk is from The Design Studio session at TED2012, guest-curated by Chee Pearlman and David Rockwell.)"
585,You are the future of philanthropy,"['activism', 'community', 'globalissues', 'philanthropy', 'potential']","In this uplifting talk, Katherine Fulton sketches the new future of philanthropy -- one where collaboration and innovation allow regular people to do big things, even when money is scarce. Giving five practical examples of crowd-driven philanthropy, she calls for a new generation of citizen leaders."
1433,A new museum wing ... in a giant bubble,"['architecture', 'cities', 'creativity', 'museums']","How do you make a great public space inside a not-so-great building? Liz Diller shares the story of imagining a welcoming, lighthearted -- even, dare we say it, sexy -- addition to the Hirshhorn Museum in Washington, DC. (From The Design Studio session at TED2012, guest-curated by Chee Pearlman and David Rockwell.)"
13587,My philosophy for a happy life,"['life', 'happiness', 'personalgrowth', 'self', 'motivation']","Born with a rare genetic disorder called progeria, Sam Berns knew he'd be facing more obstacles in life than most. This didn't stop him from taking charge of his own happiness. In this moving and inspirational talk, Berns lays out the three principles of the personal philosophy that allowed him to do so. "
2531,What can we learn from shortcuts?,"['architecture', 'cities', 'community', 'environment', 'design', 'productdesign', 'potential', 'society', 'publicspaces', 'urbanplanning']","How do you build a product people really want? Allow consumers to be a part of the process. ""Empathy for what your customers want is probably the biggest leading indicator of business success,"" says designer Tom Hulme. In this short talk, Hulme lays out three insightful examples of the intersection of design and user experience, where people have developed their own desire paths out of necessity. Once you know how to spot them, you'll start noticing them everywhere."
312,The new era of positive psychology,"['brain', 'education', 'happiness', 'psychology', 'science', 'technology', 'personality', 'introvert', 'evolutionarypsychology', 'emotions']","Martin Seligman talks about psychology -- as a field of study and as it works one-on-one with each patient and each practitioner. As it moves beyond a focus on disease, what can modern psychology help us to become?"
1332,Plant fuels that could power a jet,"['tedx', 'science', 'sustainability', 'technology', 'green', 'engineering', 'alternativeenergy', 'energy', 'biotech', 'environment', 'innovation', 'future', 'climatechange', 'oceans', 'ecology', 'nature', 'solarenergy', 'plants', 'syntheticbiology', 'naturalresources']","Algae plus salt water equals ... fuel? At TEDxNASA@SiliconValley, Bilal Bomani reveals a self-sustaining ecosystem that produces biofuels -- without wasting arable land or fresh water."
695,Asia's rise -- how and when,"['asia', 'economics', 'health', 'india', 'statistics', 'technology', 'visualizations']","Hans Rosling was a young guest student in India when he first realized that Asia had all the capacities to reclaim its place as the world's dominant economic force. At TEDIndia, he graphs global economic growth since 1858 and predicts the exact date that India and China will outstrip the US."
1210,Finding planets around other stars,"['tedfellows', 'exploration', 'science', 'technology', 'universe', 'telescopes', 'sun']","How do we find planets -- even habitable planets -- around other stars? By looking for tiny dimming as a planet passes in front of its sun, TED Fellow Lucianne Walkowicz and the Kepler mission have found some 1,200 potential new planetary systems. With new techniques, they may even find ones with the right conditions for life."
60914,Indigenous knowledge meets science to solve climate change,"['indigenouspeoples', 'climatechange', 'science', 'environment', 'nature', 'activism']","To tackle a problem as large as climate change, we need both science and Indigenous wisdom, says environmental activist Hindou Oumarou Ibrahim. In this engaging talk, she shares how her nomadic community in Chad is working closely with scientists to restore endangered ecosystems -- and offers lessons on how to create more resilient communities."
49046,Reducing corruption takes a specific kind of investment,"['globalissues', 'investment', 'development', 'socialchange', 'corruption', 'africa', 'business', 'poverty', 'innovation']","Traditional thinking on corruption goes like this: if you put good laws in place and enforce them well, then economic development increases and corruption falls. In reality, we have the equation backwards, says innovation researcher Efosa Ojomo. In this compelling talk, he offers new thinking on how we could potentially eliminate corruption worldwide by focusing on one thing: scarcity. ""Societies don't develop because they've reduced corruption,"" he says. ""They're able to reduce corruption because they've developed."""
2527,The birth of virtual reality as an art form,"['beauty', 'collaboration', 'communication', 'composing', 'entertainment', 'film', 'future', 'innovation', 'media', 'technology', 'virtualreality', 'visualizations', 'art']","Chris Milk uses innovative technologies to make personal, interactive, human stories. Accompanied by Joshua Roman on cello and McKenzie Stubbert on piano, Milk traces his relationship to music and art -- from the first moment he remembers putting on headphones to his current work creating breakthrough virtual reality projects. VR is the last medium for storytelling, he says, because it closes the gap between audience and storyteller. To illustrate, he brought the TED audience together in the world's largest collective VR experience. Join them and take part in this interactive talk by getting a Google Cardboard and downloading the experience at with.in/TED."
1396,The single biggest health threat women face,"['tedx', 'health', 'hearthealth', 'medicalresearch', 'medicine', 'science', 'women', 'publichealth', 'politics', 'activism', 'physiology', 'medicalimaging', 'illness', 'healthcare', 'biology', 'disease']","Surprising, but true: More women now die of heart disease than men, yet cardiovascular research has long focused on men. Pioneering doctor C. Noel Bairey Merz shares what we know and don't know about women's heart health -- including the remarkably different symptoms women present during a heart attack (and why they're often missed)."
1934,A word game to communicate in any language,"['disability', 'language', 'speech', 'technology']","While working with kids who have trouble speaking, Ajit Narayanan sketched out a way to think about language in pictures, to relate words and concepts in ""maps."" The idea now powers the FreeSpeech app, which can help nonverbal people communicate."
38913,What you should know about vaping and e-cigarettes,"['health', 'science', 'medicalresearch', 'children', 'addiction', 'publichealth', 'humanbody']","E-cigarettes and vapes have exploded in popularity in the last decade, especially among youth and young adults -- from 2011 to 2015, e-cigarette use among high school students in the US increased by 900 percent. Biobehavioral scientist Suchitra Krishnan-Sarin explains what you're actually inhaling when you vape (hint: it's definitely not water vapor) and explores the disturbing marketing tactics being used to target kids. ""Our health, the health of our children and our future generations is far too valuable to let it go up in smoke -- or even in aerosol,"" she says. "
1297,Ultrasound surgery -- healing without cuts,"['healthcare', 'medicalresearch', 'medicine', 'science', 'technology', 'biotech', 'engineering', 'sound', 'neuroscience', 'future', 'innovation', 'physics', 'medicalimaging']","Imagine having a surgery with no knives involved. At TEDMED, Yoav Medan shares a technique that uses MRI to find trouble spots and focused ultrasound to treat such issues as brain lesions, uterine fibroids and several kinds of cancerous growths."
1200,5 ways to listen better,"['culture', 'sound', 'socialchange']","In our louder and louder world, says sound expert Julian Treasure, ""We are losing our listening."" In this short, fascinating talk, Treasure shares five ways to re-tune your ears for conscious listening -- to other people and the world around you."
3596,Sci-fi stories that imagine a future Africa,"['creativity', 'africa', 'adventure', 'sciencefiction', 'future', 'writing', 'identity', 'society']","""My science fiction has different ancestors -- African ones,"" says writer Nnedi Okorafor. In between excerpts from her ""Binti"" series and her novel ""Lagoon,"" Okorafor discusses the inspiration and roots of her work -- and how she opens strange doors through her Afrofuturist writing."
112,Why would God create a tsunami?,"['god', 'culture', 'disasterrelief', 'globalissues', 'naturaldisaster', 'philosophy', 'religion']","In the days following the tragic South Asian tsunami of 2004, the Rev. Tom Honey pondered the question, ""How could a loving God have done this?"" Here is his answer."
1268,6 ways to save the internet,"['internet', 'tedx', 'business', 'future', 'investment', 'technology']","The next big shift is now, and it's not what you think: Facebook is the new Windows; Google must be sacrificed. Tech investor Roger McNamee presents 6 bold ways to prepare for the next internet."
2358,A boat carrying 500 refugees sunk at sea. The story of two survivors,"['tedx', 'globalissues', 'government', 'immigration', 'humanity', 'middleeast', 'policy', 'poverty', 'society', 'socialchange', 'trafficking', 'war', 'syria']","Aboard an overloaded ship carrying more than 500 refugees, a young woman becomes an unlikely hero. This single, powerful story, told by Melissa Fleming of the UN's refugee agency, gives a human face to the sheer numbers of human beings trying to escape to better lives ... as the refugee ships keep coming ..."
149,How to get (a new) hip,"['culture', 'healthcare', 'marketing', 'medicine']",When Allison Hunt found out that she needed a new hip -- and that Canadaâs national health care system would require her to spend nearly 2 years on a waiting list (and in pain) -- she took matters into her own hands.
1458,Beats that defy boxes,"['entertainment', 'humor', 'livemusic', 'music', 'performance', 'poetry', 'comedy']",Reggie Watts' beats defy boxes. Unplug your logic board and watch as he blends poetry and crosses musical genres in this larger-than-life performance.
23806,You are your microbes,"['science', 'ted-ed', 'health', 'animation', 'humanbody']","From the microbes in our stomachs to the ones on our teeth we are homes to millions of unique and diverse communities which help our bodies function. Jessica Green and Karen Guillemin emphasize the importance of understanding the many organisms that make up each and every organism. [Directed by Celine Keller and Paula Spagnoletti, narrated by Jessica Green]."
1952,The NSA responds to Edward Snowden's TED Talk,"['culture', 'globalissues', 'government', 'law', 'surveillance', 'encryption']","After a surprise appearance by Edward Snowden at TED2014, Chris Anderson said: ""If the NSA wants to respond, please do."" And yes, they did. Appearing by video, NSA deputy director Richard Ledgett answers Anderson's questions about the balance between security and protecting privacy."
2034,How to speak so that people want to listen,"['culture', 'sound', 'speech']","Have you ever felt like you're talking, but nobody is listening? Here's Julian Treasure to help. In this useful talk, the sound expert demonstrates the how-to's of powerful speaking -- from some handy vocal exercises to tips on how to speak with empathy. A talk that might help the world sound more beautiful."
2691,The racial politics of time,"['criminaljustice', 'culture', 'history', 'humanity', 'identity', 'inequality', 'race', 'socialchange', 'society', 'unitedstates', 'time']","Cultural theorist Brittney Cooper examines racism through the lens of time, showing us how historically it has been stolen from people of color, resulting in lost moments of joy and connection, lost years of healthy quality of life and the delay of progress. A candid, thought-provoking take on history and race that may make you reconsider your understanding of time, and your place in it."
56901,How bees can keep the peace between elephants and humans,"['farming', 'animals', 'humanity', 'africa', 'sustainability']","Imagine waking in the middle of the night to an elephant ripping the roof from your house in search of food. This is a reality in some communities in Africa where, as wild spaces shrink, people and elephants are competing for space and resources like never before. In this engaging talk, zoologist Lucy King shares her solution to the rising conflict: fences made from beehives that keep elephants at bay while also helping farmers establish new livelihoods."
2614,Your smartphone is a civil rights issue,"['activism', 'choice', 'communication', 'computers', 'data', 'government', 'hack', 'internet', 'security', 'society', 'surveillance', 'technology', 'tedfellows', 'encryption']","The smartphone you use reflects more than just personal taste ... it could determine how closely you can be tracked, too. Privacy expert and TED Fellow Christopher Soghoian details a glaring difference between the encryption used on Apple and Android devices and urges us to pay attention to a growing digital security divide. ""If the only people who can protect themselves from the gaze of the government are the rich and powerful, that's a problem,"" he says. ""It's not just a cybersecurity problem -- it's a civil rights problem."""
5072,How urban agriculture is transforming Detroit,"['agriculture', 'community', 'culture', 'cities', 'garden', 'publichealth', 'farming', 'society', 'food', 'personalgrowth', 'urban']","There's something amazing growing in the city of Detroit: healthy, accessible, delicious, fresh food. In a spirited talk, fearless farmer Devita Davison explains how features of Detroit's decay actually make it an ideal spot for urban agriculture. Join Davison for a walk through neighborhoods in transformation as she shares stories of opportunity and hope. ""These aren't plots of land where we're just growing tomatoes and carrots,"" Davison says. ""We're building social cohesion as well as providing healthy, fresh food."""
60310,What it's really like to have autism,"['autism', 'socialchange', 'autismspectrumdisorder', 'community', 'diversity', 'humanity', 'ted-ed', 'inclusion']","""Autism is not a disease; it's just another way of thinking,"" says Ethan Lisi. Offering a glimpse into the way he experiences the world, Lisi breaks down misleading stereotypes about autism, shares insights into common behaviors like stimming and masking and promotes a more inclusive understanding of the spectrum."
2101,New thoughts on capital in the twenty-first century,"['economics', 'globalissues', 'inequality']","French economist Thomas Piketty caused a sensation in early 2014 with his book on a simple, brutal formula explaining economic inequality: r &gt; g (meaning that return on capital is generally higher than economic growth). Here, he talks through the massive data set that led him to conclude: Economic inequality is not new, but it is getting worse, with radical possible impacts."
358,Politics and religion are technologies,"['culture', 'democracy', 'globalissues', 'politics', 'religion', 'socialchange', 'society', 'war']","Noah Feldman makes a searing case that both politics and religion -- whatever their differences -- are similar technologies, designed to efficiently connect and manage any group of people."
29521,What's needed to bring the US voting system into the 21st century,"['democracy', 'community', 'politics', 'society', 'unitedstates', 'technology', 'socialchange', 'government']","The American election system is complicated, to say the least -- but voting is one of the most tangible ways that each of us can shape our communities. How can we make the system more modern, inclusive and secure? Civic engagement champion Tiana Epps-Johnson shares what's needed to bring voting in the US into the 21st century -- and to get every person to the polls."
2603,Art can heal PTSD's invisible wounds,"['creativity', 'humanity', 'mentalhealth', 'illness', 'pain', 'mind', 'visualizations', 'violence', 'war', 'ptsd', 'tedmed', 'depression', 'art']","Trauma silences its victims, says creative arts therapist Melissa Walker, but art can help those suffering from the psychological wounds of war begin to open up and heal. In this inspiring talk, Walker describes how mask-making, in particular, allows afflicted servicemen and women reveal what haunts them -- and, finally, start to let it go."
1880,Want to be happy? Be grateful,"['culture', 'faith', 'happiness', 'mindfulness']","The one thing all humans have in common is that each of us wants to be happy, says Brother David Steindl-Rast, a monk and interfaith scholar. And happiness, he suggests, is born from gratitude. An inspiring lesson in slowing down, looking where you're going, and above all, being grateful."
2488,Why I put myself in danger to tell the stories of Gaza,"['choice', 'communication', 'journalism', 'fear', 'media', 'poverty', 'film', 'security', 'violence', 'war', 'women']","When Ameera Harouda hears the sounds of bombs or shells, she heads straight towards them. ""I want to be there first because these stories should be told,"" says Gaza's first female ""fixer,"" a role that allows her to guide journalists into chaotic, war zone scenarios in her home country, which she still loves despite its terrible situation. Find out what motivates Harouda to give a voice to Gaza's human suffering in this unforgettable talk."
578,How cults rewire the brain,"['god', 'activism', 'faith', 'meme', 'religion']","Diane Benscoter spent five years as a ""Moonie."" She shares an insider's perspective on the mind of a cult member, and proposes a new way to think about today's most troubling conflicts and extremist movements."
2512,How barbershops can keep men healthy,"['medicine', 'medicalresearch', 'community', 'race', 'health', 'healthcare', 'hearthealth', 'activism', 'potential', 'men', 'publichealth', 'trust']","The barbershop can be a safe haven for black men, a place for honest conversation and trust -- and, as physician Joseph Ravenell suggests, a good place to bring up tough topics about health. He's turning the barbershop into a place to talk about medical problems that statistically affect black men more often and more seriously, like high blood pressure. It's a new approach to problem solving with broad applications. ""What is your barbershop?"" he asks. ""Where is that place for you where people affected by a unique problem can meet a unique solution?"""
1753,Violence against women -- it's a men's issue,"['tedx', 'feminism', 'men', 'violence', 'women', 'genderequality', 'sexualviolence']","Domestic violence and sexual abuse are often called ""women's issues."" But in this bold, blunt talk, Jackson Katz points out that these are intrinsically men's issues -- and shows how these violent behaviors are tied to definitions of manhood. A clarion call for us all -- women and men -- to call out unacceptable behavior and be leaders of change."
21039,How I went from child refugee to international model,"['globalissues', 'fashion', 'refugees', 'tedx', 'identity', 'society', 'community', 'humanity', 'culture']",Halima Aden made history when she became the first hijab-wearing model on the cover of Vogue magazine. Now she returns to Kenya's Kakuma Refugee Camp -- where she was born and lived until the age of seven -- to share an inspiring message about what she's learned on the path from child refugee to international model.
2725,The conversation we're not having about digital child abuse,"['activism', 'children', 'communication', 'family', 'computers', 'parenting', 'socialchange', 'society', 'sexualviolence', 'technology', 'tedx', 'internet', 'tedenespaã±ol']","We need to talk to kids about the risks they face online, says information security expert SebastiÃ¡n Bortnik. In this talk, Bortnik discusses the issue of ""grooming"" -- the sexual predation of children by adults on the internet -- and outlines the conversations we need to start having about technology to keep our kids safe. (In Spanish with English subtitles)"
2520,"The Chinese zodiac, explained","['china', 'economics', 'entrepreneur', 'family', 'worldcultures', 'education', 'identity']","A quarter of the world's population cares a lot about the Chinese zodiac. Even if you don't believe in it, you'd be wise to know how it works, says technologist and entrepreneur ShaoLan Hseuh. In this fun, informative talk, ShaoLan shares some tips for understanding the ancient tradition and describes how it's believed to influence your personality, career, marriage prospects and how you'll do in a given year. What does your sign say about you?"
2440,Meet the dazzling flying machines of the future,"['beauty', 'creativity', 'demo', 'drones', 'design', 'future', 'invention', 'technology', 'flight']","When you hear the word ""drone,"" you probably think of something either very useful or very scary. But could they have aesthetic value? Autonomous systems expert Raffaello D'Andrea develops flying machines, and his latest projects are pushing the boundaries of autonomous flight -- from a flying wing that can hover and recover from disturbance to an eight-propeller craft that's ambivalent to orientation ... to a swarm of tiny coordinated micro-quadcopters. Prepare to be dazzled by a dreamy, swirling array of flying machines as they dance like fireflies above the TED stage."
28164,The story of Marvel's first queer Latina superhero,"['creativity', 'humor', 'humanity', 'lgbt', 'self', 'identity', 'storytelling', 'culture', 'art', 'women', 'writing', 'race', 'society']","With Marvel's ""America Chavez,"" Gabby Rivera wrote a new kind of superhero -- one who can punch portals into other dimensions while also embracing her gentle, goofy, soft side. In a funny, personal talk, Rivera shares how her own childhood as a queer Puerto Rican in the Bronx informed this new narrative -- and shows images from the comic book that reveal what happens when a superhero embraces her humanity. As she says: ""That myth of having to go it alone and be tough is not serving us."""
664,1.3m reasons to re-invent the syringe,"['design', 'health', 'medicine', 'sanitation', 'science', 'technology', 'globaldevelopment', 'vaccines', 'biotech']","Reuse of syringes, all too common in under-funded clinics, kills 1.3 million each year. Marc Koska clues us in to this devastating global problem with facts, photos and hidden-camera footage. He shares his solution: a low-cost syringe that can't be used twice."
25671,"How I climbed a 3,000-foot vertical cliff -- without ropes","['nature', 'adventure', 'exploration', 'storytelling', 'personalgrowth', 'extremesports']","Imagine being by yourself in the dead center of a 3,000-foot vertical cliff -- without a rope to catch you if you fall. For professional rock climber Alex Honnold, this dizzying scene marked the culmination of a decade-long dream. In a hair-raising talk, he tells the story of how he summited Yosemite's El Capitan, completing one of the most dangerous free solo climbs ever."
222,The Jill and Julia Show,"['collaboration', 'entertainment', 'guitar', 'humor', 'singer', 'storytelling', 'comedy']","Two TED favorites, Jill Sobule and Julia Sweeney, team up for a delightful set that mixes witty songwriting with a little bit of social commentary."
42946,My life as a work of art,"['creativity', 'art', 'design', 'culture', 'fashion', 'identity', 'beauty']","Daniel Lismore's closet is probably a bit different than yours -- his clothes are constructed out of materials ranging from beer cans and plastic crystals to diamonds, royal silks and 2,000-year-old Roman rings. In this striking talk, Lismore shares the vision behind his elaborate ensembles and explores what it's like to live life as a work of art. ""Everyone is capable of creating their own masterpiece,"" he says. ""You should try it sometime."""
1344,The happy secret to better work,"['tedx', 'business', 'happiness', 'psychology', 'science', 'brain', 'mind', 'cognitivescience', 'sociology', 'depression', 'mentalhealth', 'health', 'motivation', 'innovation', 'work', 'productivity', 'socialchange']","We believe we should work hard in order to be happy, but could we be thinking about things backwards? In this fast-moving and very funny talk, psychologist Shawn Achor argues that, actually, happiness inspires us to be more productive."
2654,How we explore unanswered questions in physics,"['collaboration', 'darkmatter', 'discovery', 'future', 'data', 'innovation', 'motivation', 'engineering', 'nature', 'physics', 'history', 'science', 'nobelprize', 'universe', 'tedx', 'exploration', 'quantumphysics']","James Beacham looks for answers to the most important open questions of physics using the biggest science experiment ever mounted, CERN's Large Hadron Collider. In this fun and accessible talk about how science happens, Beacham takes us on a journey through extra-spatial dimensions in search of undiscovered fundamental particles (and an explanation for the mysteries of gravity) and details the drive to keep exploring."
842,"Radical women, embracing tradition","['culture', 'feminism', 'socialchange', 'women', 'india']",Investing in women can unlock infinite potential around the globe. But how can women walk the line between Western-style empowerment and traditional culture? Kavita Ramdas of the Global Fund for Women talks about three encounters with powerful women who fight to make the world better -- while preserving the traditions that sustain them.
2186,Math is forever,"['tedx', 'humor', 'math', 'tedenespaã±ol', 'science']","With humor and charm, mathematician Eduardo SÃ¡enz de CabezÃ³n answers a question that's wracked the brains of bored students the world over: What is math for? He shows the beauty of math as the backbone of science â and shows that theorems, not diamonds, are forever. In Spanish, with English subtitles."
12302,"For survivors of Ebola, the crisis isn't over","['tedmed', 'africa', 'disease', 'ebola', 'virus', 'fear', 'illness', 'medicine', 'health', 'healthcare']","In 2014, as a newly trained physician, Soka Moses took on one of the toughest jobs in the world: treating highly contagious patients at the height of Liberia's Ebola outbreak. In this intense, emotional talk, he details what he saw on the frontlines of the crisis -- and reveals the challenges and stigma that thousands of survivors still face."
17850,Por quÃ© necesitamos proteger el alta mar,"['environment', 'economics', 'biosphere', 'nature', 'oceans', 'fish', 'future', 'water', 'globalcommons', 'tedenespaã±ol']","Estamos pescando mÃ¡s rÃ¡pido que la capacidad de los peces de repoblar los mares, convirtiendo a nuestros ocÃ©anos en zonas muertas. Pero el ecologista marino Enric Sala tiene un plan radical para salvar a los ocÃ©anos y al mismo tiempo potenciar la industria pesquera. Ãl propone crear una reserva marina gigante que cubrirÃ­a dos tercios de la superficie de los ocÃ©anos y restaurarÃ­a los beneficios ecolÃ³gicos, econÃ³micos y sociales del mar."
1085,My wish: Use art to turn the world inside out,"['tedprize', 'activism', 'community', 'photography', 'art']","French street artist JR uses his camera to show the world its true face, by pasting photos of the human face across massive canvases. At TED2011, he makes his audacious TED Prize wish: to use art to turn the world inside out."
1293,How many lives can you live?,"['tedx', 'entertainment', 'poetry', 'spokenword', 'performance', 'performanceart', 'storytelling']","Spoken-word poet Sarah Kay was stunned to find she couldn't be a princess, ballerina and astronaut all in one lifetime. In this talk, she delivers two powerful poems that show us how we can live other lives. Sarah is also the host of TED's podcast ""Sincerely, X."" You can listen on the Luminary podcast app at luminary.link/ted."
1191,See Yemen through my eyes,"['communication', 'globalissues', 'journalism', 'war', 'women']","As political turmoil in Yemen continues, the editor of the Yemen Times, Nadia Al-Sakkaf, talks at TEDGlobal with host Pat Mitchell. Al-Sakkaf's independent, English-language paper is vital for sharing news -- and for sharing a new vision of Yemen and of that country's women as equal partners in work and change."
41455,How to build your confidence -- and spark it in others,"['personalgrowth', 'community', 'potential', 'communication', 'society']","""Confidence is the necessary spark before everything that follows,"" says educator and activist Brittany Packnett. In an inspiring talk, she shares three ways to crack the code of confidence -- and her dream for a world where revolutionary confidence helps turn our most ambitious dreams into reality."
13012,Community health heroes,"['globalissues', 'collaboration', 'technology', 'disease', 'healthcare', 'health', 'africa', 'tedprize', 'humanity', 'medicine', 'society', 'illness']","Raj Panjabi has a bold idea: to recruit and train an army of community health workers to bring medical care to the billion people around the world who lack access to it. See how technology is transforming things for health workers like Serena and Prince -- and how TED's just-launched initiative, the Audacious Project, is amplifying their impact. Learn more at AudaciousProject.org."
887,Let's raise kids to be entrepreneurs,"['tedx', 'business', 'children', 'education', 'entrepreneur', 'money', 'teaching']","Bored in school, failing classes, at odds with peers: This child might be an entrepreneur, says Cameron Herold. In his talk, he makes the case for parenting and education that helps would-be entrepreneurs flourish -- as kids and as adults."
2849,You owe it to yourself to experience a total solar eclipse,"['beauty', 'astronomy', 'nature', 'science', 'solarsystem', 'tedx', 'universe', 'moon', 'sun']","On August 21, 2017, the moon's shadow raced from Oregon to South Carolina in what some consider to be the most awe-inspiring spectacle in all of nature: a total solar eclipse. Umbraphile David Baron chases these rare events across the globe, and in this ode to the bliss of seeing the solar corona, he explains why you owe it to yourself to witness one, too."
984,The brain in your gut,"['biology', 'food', 'science', 'technology']","Did you know you have functioning neurons in your intestines -- about a hundred million of them? Food scientist Heribert Watzke tells us about the ""hidden brain"" in our gut and the surprising things it makes us feel."
